"donorID","rank"
100918,-4.7680642400387
100919,-4.17111516232287
100921,-4.17111516232287
100922,-4.17111516232287
100923,-4.17111516232287
100925,-3.62099059531915
100926,-4.17111516232287
100927,-4.17111516232287
100932,-4.17111516232287
100933,-4.17111516232287
100934,-4.17111516232287
100935,-3.80462741530051
100936,-4.17111516232287
100937,-4.17111516232287
100938,-4.17111516232287
100939,-4.17111516232287
100940,-4.17111516232287
100941,-4.17111516232287
100942,-4.17111516232287
100943,-4.17111516232287
100944,-4.17111516232287
100947,-4.17111516232287
100948,-4.17111516232287
100949,-5.10814191912536
100950,-4.17111516232287
100951,-4.17111516232287
100952,-4.17111516232287
100953,-3.548406167342
100955,-4.17111516232287
100958,-4.17111516232287
100960,-4.17111516232287
100961,-4.17111516232287
100962,-4.17111516232287
100963,-4.17111516232287
100965,-4.17111516232287
100968,-4.17111516232287
100969,-3.64556971610208
100970,-4.17111516232287
100971,-4.17111516232287
100972,-4.17111516232287
100973,-4.17111516232287
100977,-3.43203060960017
100978,-4.17111516232287
100981,-4.17111516232287
100982,-4.17111516232287
100983,-4.17111516232287
100986,-4.17111516232287
100988,-4.17111516232287
100989,-4.17111516232287
100990,-4.17111516232287
100992,-4.17111516232287
100993,-4.17111516232287
100994,-4.17111516232287
100996,-4.17111516232287
100997,-4.17111516232287
100998,-4.17111516232287
101001,-4.17111516232287
101003,-5.48517422933608
101005,-4.17111516232287
101006,-4.17111516232287
101007,-4.17111516232287
101009,-4.17111516232287
101010,-4.17111516232287
101011,-4.17111516232287
101012,-4.94424607984414
101014,-4.17111516232287
101015,-4.17111516232287
101016,-4.17111516232287
101017,-4.17111516232287
101020,-4.17111516232287
101021,-4.17111516232287
101022,-4.17111516232287
101023,-4.17111516232287
101024,-4.17111516232287
101026,-4.17111516232287
101028,-4.17111516232287
101030,-4.17111516232287
101031,-4.17111516232287
101033,-4.17111516232287
101034,-4.17111516232287
101035,-4.17111516232287
101037,-4.17111516232287
101038,-4.17111516232287
101040,-4.17111516232287
101041,-4.17111516232287
101042,-4.17111516232287
101043,-4.17111516232287
101044,-4.17111516232287
101045,-4.17111516232287
101046,-4.17111516232287
101047,-4.17111516232287
101048,-4.17111516232287
101049,-4.17111516232287
101050,-4.17111516232287
101053,-4.17111516232287
101054,-4.17111516232287
101055,-4.17111516232287
101056,-4.17111516232287
101057,-4.17111516232287
101059,-4.17111516232287
101060,-4.17111516232287
101061,-4.17111516232287
101062,-4.17111516232287
101063,-3.36984000584291
101064,-4.88551879990899
101065,-4.88551879990899
101067,-4.17111516232287
101071,-4.17111516232287
101073,-3.42028515361314
101074,-4.17111516232287
101075,-4.17111516232287
101076,-4.17111516232287
101077,-4.17111516232287
101078,-4.17111516232287
101079,-4.17111516232287
101080,-4.17111516232287
101081,-4.17111516232287
101083,-4.17111516232287
101084,-4.17111516232287
101085,-4.17111516232287
101086,-4.17111516232287
101087,-4.17111516232287
101088,-4.17111516232287
101089,-4.17111516232287
101090,-4.88551879990899
101091,-4.17111516232287
101092,-4.17111516232287
101093,-4.17111516232287
101095,-4.17111516232287
101096,-4.17111516232287
101097,-4.17111516232287
101098,-3.53773971348344
101100,-4.17111516232287
101101,-4.17111516232287
101103,-4.17111516232287
101104,-4.17111516232287
101106,-4.17111516232287
101107,-4.17111516232287
101108,-5.54744418646158
101109,-4.17111516232287
101111,-4.17111516232287
101112,-4.17111516232287
101114,-4.17111516232287
101115,-4.17111516232287
101116,-4.17111516232287
101117,-5.48517422933608
101118,-4.17111516232287
101119,-4.17111516232287
101120,-4.17111516232287
101121,-3.26208843811973
101122,-4.17111516232287
101124,-4.17111516232287
101126,-4.17111516232287
101127,-4.17111516232287
101128,-4.17111516232287
101134,-4.17111516232287
101135,-4.17111516232287
101136,-4.17111516232287
101137,-4.17111516232287
101138,-4.17111516232287
101140,-3.30283059374285
101141,-4.17111516232287
101142,-4.17111516232287
101143,-4.17111516232287
101145,-4.17111516232287
101146,-4.17111516232287
101147,-4.17111516232287
101150,-3.64556971610208
101153,-4.17111516232287
101156,-5.4155283189423
101157,-4.17111516232287
101158,-4.17111516232287
101159,-4.17111516232287
101161,-4.17111516232287
101163,-4.17111516232287
101164,-4.17111516232287
101165,-4.17111516232287
101166,-4.17111516232287
101167,-3.40061335156009
101168,-4.17111516232287
101169,-4.17111516232287
101170,-4.17111516232287
101171,-4.7680642400387
101172,-4.17111516232287
101173,-4.17111516232287
101175,-3.30283059374285
101176,-3.43203060960017
101177,-4.17111516232287
101179,-3.53773971348344
101180,-4.82679151997384
101181,-4.17111516232287
101183,-3.42028515361314
101185,-4.17111516232287
101186,-4.17111516232287
101187,-4.17111516232287
101188,-3.30283059374285
101189,-4.17111516232287
101191,-4.17111516232287
101192,-4.17111516232287
101193,-4.17111516232287
101194,-4.17111516232287
101195,-4.17111516232287
101196,-4.17111516232287
101197,-3.30283059374285
101199,-4.17111516232287
101200,-4.17111516232287
101201,-4.17111516232287
101202,-4.17111516232287
101203,-4.17111516232287
101204,-5.53185701879842
101205,-4.17111516232287
101206,-4.17111516232287
101207,-5.48517422933608
101208,-4.17111516232287
101209,-4.17111516232287
101211,-4.17111516232287
101212,-4.17111516232287
101214,-4.17111516232287
101215,-4.17111516232287
101217,-4.17111516232287
101218,-4.17111516232287
101219,-4.17111516232287
101220,-4.17111516232287
101222,-4.17111516232287
101224,-4.17111516232287
101225,-4.17111516232287
101226,-4.17111516232287
101227,-4.17111516232287
101228,-5.6489088055974
101230,-4.17111516232287
101231,-4.17111516232287
101232,-4.17111516232287
101233,-4.17111516232287
101234,-4.17111516232287
101236,-4.17111516232287
101237,-4.17111516232287
101240,-4.17111516232287
101242,-4.7680642400387
101243,-4.17111516232287
101245,-4.17111516232287
101246,-4.17111516232287
101247,-4.17111516232287
101252,-4.17111516232287
101255,-4.17111516232287
101256,-4.17111516232287
101259,-4.17111516232287
101260,-4.17111516232287
101261,-4.17111516232287
101262,-4.17111516232287
101264,-4.17111516232287
101265,-4.17111516232287
101266,-4.17111516232287
101267,-4.17111516232287
101270,-4.17111516232287
101272,-4.17111516232287
101274,-4.17111516232287
101278,-4.17111516232287
101279,-4.17111516232287
101281,-4.17111516232287
101286,-4.17111516232287
101287,-4.17111516232287
101288,-4.17111516232287
101289,-4.17111516232287
101293,-4.17111516232287
101294,-4.17111516232287
101296,-3.53773971348344
101299,-4.17111516232287
101302,-4.17111516232287
101303,-4.17111516232287
101304,-3.42028515361314
101305,-4.17111516232287
101306,-4.17111516232287
101307,-4.17111516232287
101308,-3.42028515361314
101309,-4.17111516232287
101310,-4.17111516232287
101311,-4.88551879990899
101312,-4.17111516232287
101313,-4.17111516232287
101314,-4.17111516232287
101315,-4.17111516232287
101316,-4.17111516232287
101317,-4.17111516232287
101321,-4.17111516232287
101322,-4.17111516232287
101323,-4.17111516232287
101324,-4.17111516232287
101326,-4.17111516232287
101327,-4.17111516232287
101328,-4.17111516232287
101329,-4.17111516232287
101330,-4.17111516232287
101331,-4.17111516232287
101334,-4.17111516232287
101335,-4.17111516232287
101337,-4.17111516232287
101338,-5.26366178138354
101339,-4.17111516232287
101341,-4.17111516232287
101342,-4.17111516232287
101345,-4.17111516232287
101346,-4.17111516232287
101351,-4.17111516232287
101352,-4.17111516232287
101353,-4.17111516232287
101355,-4.17111516232287
101356,-4.17111516232287
101357,-4.17111516232287
101358,-4.17111516232287
101359,-4.17111516232287
101360,-4.17111516232287
101361,-4.17111516232287
101362,-4.17111516232287
101364,-4.17111516232287
101366,-4.17111516232287
101367,-4.17111516232287
101368,-4.17111516232287
101369,-4.17111516232287
101370,-4.17111516232287
101371,-4.17111516232287
101373,-4.17111516232287
101375,-4.17111516232287
101376,-4.17111516232287
101377,-4.17111516232287
101380,-3.52087800172719
101381,-4.17111516232287
101382,-5.52395327448752
101383,-4.17111516232287
101385,-4.17111516232287
101386,-4.17111516232287
101388,-4.17111516232287
101389,-4.17111516232287
101390,-4.17111516232287
101391,-4.17111516232287
101392,-4.17111516232287
101393,-4.17111516232287
101397,-4.17111516232287
101398,-4.17111516232287
101399,-4.17111516232287
101400,-4.17111516232287
101402,-3.42028515361314
101403,-4.17111516232287
101404,-4.17111516232287
101405,-4.17111516232287
101408,-4.17111516232287
101412,-4.17111516232287
101414,-4.17111516232287
101415,-4.17111516232287
101416,-4.17111516232287
101417,-4.17111516232287
101419,-4.17111516232287
101420,-4.17111516232287
101421,-4.17111516232287
101422,-4.17111516232287
101431,-3.53773971348344
101432,-4.17111516232287
101433,-4.17111516232287
101434,-4.17111516232287
101435,-4.17111516232287
101437,-4.17111516232287
101438,-4.17111516232287
101439,-4.17111516232287
101440,-4.17111516232287
101447,-4.17111516232287
101448,-4.17111516232287
101449,-4.17111516232287
101450,-4.17111516232287
101451,-4.17111516232287
101452,-4.17111516232287
101453,-4.17111516232287
101454,-5.48517422933608
101458,-4.17111516232287
101459,-4.17111516232287
101460,-4.17111516232287
101463,-4.17111516232287
101464,-4.17111516232287
101465,-4.17111516232287
101469,-4.17111516232287
101473,-4.17111516232287
101474,-4.17111516232287
101476,-4.17111516232287
101477,-4.17111516232287
101479,-4.17111516232287
101481,-4.17111516232287
101489,-3.61056396855625
101491,-4.17111516232287
101492,-4.17111516232287
101494,-4.17111516232287
101495,-4.17111516232287
101496,-4.17111516232287
101497,-4.17111516232287
101498,-4.17111516232287
101499,-4.17111516232287
101500,-4.94424607984414
101501,-4.17111516232287
101502,-4.17111516232287
101503,-4.17111516232287
101504,-4.17111516232287
101506,-3.62099059531915
101507,-4.17111516232287
101509,-3.42028515361314
101510,-4.17111516232287
101512,-4.17111516232287
101514,-4.17111516232287
101519,-4.17111516232287
101520,-4.17111516232287
101521,-4.17111516232287
101524,-4.17111516232287
101525,-4.17111516232287
101526,-4.17111516232287
101527,-4.17111516232287
101528,-4.17111516232287
101529,-4.17111516232287
101530,-4.17111516232287
101531,-4.17111516232287
101532,-3.53773971348344
101534,-4.17111516232287
101535,-4.89490562958641
101536,-4.17111516232287
101537,-4.17111516232287
101538,-4.17111516232287
101540,-4.17111516232287
101541,-4.17111516232287
101542,-4.17111516232287
101543,-4.17111516232287
101544,-4.17111516232287
101545,-4.17111516232287
101547,-4.17111516232287
101548,-4.17111516232287
101549,-4.17111516232287
101550,-4.17111516232287
101551,-4.17111516232287
101552,-3.53773971348344
101553,-4.17111516232287
101554,-3.26680630364523
101556,-4.17111516232287
101557,-4.17111516232287
101558,-3.45338702294912
101559,-4.17111516232287
101560,-4.17111516232287
101561,-4.17111516232287
101562,-4.17111516232287
101563,-3.42028515361314
101564,-4.17111516232287
101565,-4.17111516232287
101567,-4.17111516232287
101569,-4.17111516232287
101571,-4.17111516232287
101572,-4.17111516232287
101573,-4.17111516232287
101574,-4.17111516232287
101575,-4.17111516232287
101576,-4.17111516232287
101577,-4.17111516232287
101578,-4.17111516232287
101583,-5.0228934062537
101584,-4.17111516232287
101585,-4.17111516232287
101587,-4.17111516232287
101589,-4.17111516232287
101592,-3.42028515361314
101595,-4.17111516232287
101596,-4.17111516232287
101597,-4.17111516232287
101599,-4.17111516232287
101600,-4.17111516232287
101601,-4.17111516232287
101603,-4.17111516232287
101604,-4.17111516232287
101607,-4.17111516232287
101611,-4.17111516232287
101612,-4.17111516232287
101613,-4.17111516232287
101614,-4.17111516232287
101615,-4.17111516232287
101616,-4.17111516232287
101619,-4.17111516232287
101621,-4.17111516232287
101622,-4.17111516232287
101623,-4.17111516232287
101627,-4.17111516232287
101628,-4.17111516232287
101629,-4.17111516232287
101630,-4.17111516232287
101631,-3.30283059374285
101634,-4.17111516232287
101635,-4.17111516232287
101636,-4.17111516232287
101638,-4.17111516232287
101639,-4.17111516232287
101640,-4.17111516232287
101641,-4.17111516232287
101642,-4.17111516232287
101643,-4.17111516232287
101644,-4.17111516232287
101645,-4.17111516232287
101646,-4.17111516232287
101647,-4.17111516232287
101648,-4.17111516232287
101649,-4.17111516232287
101650,-4.17111516232287
101652,-4.17111516232287
101653,-4.17111516232287
101654,-4.17111516232287
101655,-4.17111516232287
101656,-4.82679151997384
101657,-4.17111516232287
101660,-4.17111516232287
101662,-4.17111516232287
101663,-4.17111516232287
101666,-4.17111516232287
101667,-4.17111516232287
101668,-4.17111516232287
101670,-4.17111516232287
101671,-4.17111516232287
101672,-4.17111516232287
101674,-4.17111516232287
101675,-4.17111516232287
101677,-4.17111516232287
101679,-3.30283059374285
101680,-4.17111516232287
101681,-4.70933696010355
101683,-4.17111516232287
101684,-3.26386052882847
101685,-4.17111516232287
101686,-4.17111516232287
101687,-4.17111516232287
101688,-4.17111516232287
101690,-4.17111516232287
101691,-4.17111516232287
101692,-3.45552152157423
101693,-4.17111516232287
101694,-4.17111516232287
101695,-4.17111516232287
101697,-4.17111516232287
101698,-4.17111516232287
101699,-4.17111516232287
101700,-4.17111516232287
101701,-4.17111516232287
101703,-4.17111516232287
101705,-4.17111516232287
101706,-4.17111516232287
101707,-4.17111516232287
101708,-4.17111516232287
101709,-4.17111516232287
101711,-4.17111516232287
101712,-4.17111516232287
101713,-4.17111516232287
101715,-3.37284733127353
101717,-4.17111516232287
101718,-4.17111516232287
101719,-3.30180690388047
101720,-4.17111516232287
101721,-4.17111516232287
101722,-4.17111516232287
101723,-4.17111516232287
101724,-4.94424607984414
101725,-4.17111516232287
101726,-3.7971724351246
101727,-4.17111516232287
101728,-4.17111516232287
101730,-4.17111516232287
101733,-4.17111516232287
101734,-4.17111516232287
101735,-4.17111516232287
101736,-4.17111516232287
101737,-4.17111516232287
101738,-4.17111516232287
101739,-4.17111516232287
101740,-4.17111516232287
101741,-4.17111516232287
101743,-4.17111516232287
101744,-4.17111516232287
101745,-4.89490562958641
101746,-4.17111516232287
101747,-4.17111516232287
101748,-3.30283059374285
101749,-4.17111516232287
101750,-4.17111516232287
101751,-4.17111516232287
